tunneling "$t_x^{(1)}$ model" "$t_x^{(1)}$ uncertainty" "$t_y^{(1)}$ model" "$t_y^{(1)}$ uncertainty" "$t_x^{(2)}$ model" "$t_x^{(2)}$ uncertainty" "$t_y^{(2)}$ model" "$t_y^{(2)}$ uncertainty"
0.6181818181818182 72.5678604285876 0.006415651037106503 78.1301854806469 0.0 74.36191109744306 0.005778335259449547 34.11533053494944 0.12725710709747753
0.6303030303030303 73.26334474610192 0.005053084338549792 78.14301818302376 0.0 74.91419959064612 0.004828892971161758 35.01597502481999 0.12533425602305276
0.6424242424242425 73.9197816190675 0.004415612212882898 78.1546877905812 0.0 75.42837510918847 0.0038588990028835223 35.92569126398031 0.12339163085927267
0.6545454545454545 74.5354061117416 0.0032996971857649797 78.16514363636598 0.0 75.903077676096 0.0033947602997290577 36.84409551203582 0.12141823942009192
0.6666666666666666 75.10850652968972 0.0029607899647297797 78.17433719361958 0.0 76.33696701925227 0.0017940961143616 37.77078756881176 0.1194007482229949
0.6787878787878788 75.63743097660084 0.001818274117211935 78.18221513471036 0.0 76.72872112021105 0.0 38.70535083693964 0.11736294339459476
0.6909090909090909 76.12059413498474 0.0010709137951543924 78.1887170320356 0.0 77.07703590914333 0.0 39.64735239759553 0.1152972822685523
0.703030303030303 76.55648527909416 0.0 78.19378459527584 0.0 77.3806277187128 0.000700050192433409 40.59634312964576 0.11318331653160167
0.7151515151515152 76.94367929660248 0.0006534532004090408 78.19737346016053 0.0 77.63824134805232 0.0015892942503374986 41.55185785761677 0.11104622222786181
0.7272727272727273 77.28085340711004 0.0 78.19945387466802 0.0 77.84866777506028 0.0 42.51341551161501 0.1088762226790969
0.7393939393939394 77.56681256167812 0.0 78.20000059527172 0.0 78.01077567233918 0.0 43.48051933230368 0.10667757468595494
0.7515151515151515 77.80052489522106 0.0 78.1989805300719 0.0 78.1235580472905 0.0 44.45265709827244 0.10444285358500505
0.7636363636363637 77.98116141033039 0.0 78.19635184266257 0.0 78.18619021844546 0.0 45.429301399711164 0.10217056996099169
0.7757575757575758 78.10811554967808 0.0 78.19208920699428 0.0 78.1981203059659 0.0 46.40990992263812 0.09987506829780347
0.7878787878787878 78.180941624753 0.0 78.18618560729573 0.0 78.15930539894107 0.0 47.393925772919 0.0975273600427653
0.8 78.19910937130311 0.0 78.17863887365944 0.0 78.07038596258671 0.0006612992533009862 48.38077785677568 0.09516074662408554
0.8121212121212121 78.16178494967447 0.0 78.1694531308053 0.0 77.93243161752999 0.0 49.36988124596839 0.09275783197756955
0.8242424242424242 78.06825676843789 0.0 78.15863872886074 0.0 77.74668389162099 0.0 50.36063762194679 0.09032249283876903
0.8363636363636363 77.91821741305431 0.0 78.14620242878286 0.00040799299114151525 77.51446093705832 0.0 51.3524357238966 0.08788347389747249
0.8484848484848485 77.71174569923338 0.0 78.13214040030483 0.0 77.23712999161458 0.0 52.34465184771436 0.08535136913409533
0.8606060606060606 77.44927936437563 0.0 78.11644151733427 0.001038075533636585 76.91609698573978 0.0010438411296390287 53.33665036178474 0.08280660494576063
0.8727272727272727 77.13157946623616 0.0 78.09909439455728 0.0 76.5527999654637 0.0026796282225289322 54.3277842479856 0.08025536303086729
0.8848484848484849 76.75968978688007 0.0011739228983601577 78.08009316527748 0.0 76.14870349302232 0.0026650688433874107 55.31739569847127 0.07763705539987431
0.896969696969697 76.33489738088815 0.001269918998141326 78.05944097013857 0.0 75.70529389859296 0.003853068814300603 56.304816702127845 0.0750116081924436
0.9090909090909091 75.85869658784165 0.00146616038897542 78.03715050902467 0.0 75.22407519750587 0.005021966391703369 57.28936968542777 0.07234896480891942
0.9212121212121213 75.33275694102412 0.002443759007759329 78.01324160118448 0.0 74.70656577709859 0.005565984791580935 58.270368162682665 0.06966919144406836
0.9333333333333333 74.75889463129468 0.003049975447894546 77.98773741412 0.0 74.15429559063858 0.006743353967724863 59.247117411005036 0.06691894677418961
0.9454545454545454 74.13904723395463 0.004043832476674286 77.96066179208503 0.0 73.5688036966976 0.007820726196900066 60.21891513664159 0.06418453854217378
0.9575757575757575 73.47525111434183 0.0046440204520335265 77.93203840851172 0.0 72.95163598675119 0.008925634237332941 61.18505219227374 0.061357767232075054
0.9696969696969697 72.76962121241347 0.005732503164840878 77.90189131348023 0.0 72.3043428950547 0.010148209160909534 62.14481328373197 0.0585456217926683
0.9818181818181818 72.02433274749312 0.006845867788871554 77.87024555719303 0.0 71.6284770628064 0.01154632530876535 63.097477673183654 0.05570867335700011
0.9939393939393939 71.24160473145767 0.00770686521591315 77.8371270702583 0.0 70.92559086257216 0.012766736884750222 64.04231990808039 0.05282300886566514
1.006060606060606 70.42368496455134 0.008694260627970855 77.80256167481488 0.0 70.19723372423626 0.01422304852097742 64.97861053487601 0.04989900296822685
1.018181818181818 69.57283645517674 0.010052941222510497 77.76657344465681 0.0003560592544576829 69.4449493637108 0.015814319906245874 65.90561681660904 0.04696179666659724
1.0303030303030303 68.691325114792 0.011159534149347389 77.72918310993437 0.0 68.67027284664894 0.017474892753867113 66.82260349567835 0.0439910210308609
1.0424242424242425 67.78140868222933 0.012415997687285326 77.69040664770014 0.0009669101589280793 67.87472761617809 0.019120074470705052 67.72883351531279 0.04098254061381662
1.0545454545454545 66.84532680433574 0.013604832881476863 77.65025441723058 0.0 67.05982247531193 0.020908561961925486 68.6235688470484 0.03799301626714654
1.0666666666666667 65.88529217280063 0.01503655747890534 77.60873074663827 0.00034110049571474903 66.22704856165176 0.022727734680322804 69.50607134625855 0.03494800895339932
1.0787878787878789 64.90348269636081 0.016487826609853606 77.56583391147744 0.0 65.37787645937463 0.024643734639189698 70.37560374808206 0.031860722234922034
1.0909090909090908 63.902034702216156 0.01802148175734781 77.52155640020874 0.0 64.51375338498144 0.026613665926576855 71.23143085970038 0.02877463008548405
1.103030303030303 62.883036954290205 0.01953010354535476 77.47588541421521 0.0 63.63610051852421 0.02870188475611264 72.07282110320813 0.02563804462616973
1.1151515151515152 61.848525616688455 0.021197860877918803 77.42880341778482 0.0 62.7463105334927 0.030801721057618487 72.89904840582052 0.02250078469348907
1.1272727272727272 60.80047995370737 0.022877784604808285 77.3802887684201 0.0 61.84574530218653 0.033029943324982755 73.70939489220633 0.019274713747626775
1.1393939393939394 59.74081877103554 0.02461530151980562 77.33031638022602 0.0 60.93573382012119 0.03532421420793671 74.50315426837663 0.016106867743193018
1.1515151515151516 58.67139754492838 0.02640529568175624 77.27885837158722 0.0 60.01757033887074 0.03766894484350066 75.27963635526588 0.01293329044731768
1.1636363636363636 57.594006142458134 0.028328640070133082 77.2258846904866 0.0011823876299381928 59.09251271745529 0.040064367965273316 76.03817254300333 0.009677752170510293
1.1757575757575758 56.51036706935134 0.030241584195259904 77.17136370473386 0.0010437003560233226 58.16178101210846 0.04256854284043423 76.77812263857906 0.006452394998532955
1.187878787878788 55.422134267877254 0.03223367143280233 77.11526279296845 0.0016518191420897266 57.22655625254494 0.0451032423518265 77.49888435555339 0.0031337528160284194
1.2 54.330892289091125 0.034318483852042427 77.05754882094956 0.0020885415848083543 56.287979419337766 0.04769644779530869 78.19991076631456 0.0
